제목,도로명주소,지역,위도,경도,인기점수
해일월,제주특별자치도 제주시 구좌읍 김녕항3길 26-29,제주시,33.5398407,126.746583,11972
와이리조트 제주,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,서귀포시,33.24165,126.333664,11925
더들집,제주특별자치도 제주시 구좌읍 동복로1길 23-3,제주시,33.554398,126.71296,11915
연이네다락방 게스트하우스,제주특별자치도 제주시 구좌읍 동복로 56-3,제주시,33.552475,126.712326,11712
그랜드 하얏트 제주,제주특별자치도 제주시 노연로 12,제주시,33.4852786,126.4814609,11700
제주카사블랑카펜션,제주특별자치도 서귀포시 학수암로 107,서귀포시,33.2703972,126.5279035,11601
JAY&CHLOE,제주도 서귀포시 대정읍 무릉중앙로 203,서귀포시,33.25718,126.18884,11567
밸류호텔 월드와이드 제주,제주특별자치도 제주시 삼무로 56,제주시,33.489614,126.4925948,11424
에쿠스모텔,제주특별자치도 서귀포시 안덕면 화순중앙로54번길 5,서귀포시,33.247215,126.335365,11404
소랑풀빌라,제주특별자치도 제주시 조천읍 곱은달남길 218,제주시,33.492573,126.67175,11337
구름밭하우스,제주특별자치도 제주시 구좌읍 문주란로 142,제주시,33.514984,126.88177,11327
라온호텔앤리조트,제주특별자치도 제주시 한림읍 금능남로 127,제주시,33.3760556,126.2441268,11299
쫄깃센터,제주특별자치도 제주시 한림읍 협재1길 27,제주시,33.397686,126.243256,11267
제주통나무휴양펜션,제주특별자치도 서귀포시 표선면 번영로 3328,서귀포시,33.3512467,126.8233233,11144
활엽수 게스트하우스,제주 서귀포시 상모대서로 20번길 44,서귀포시,33.225346,126.261314,11105
코즈게스트하우스,제주특별자치도 서귀포시 안덕면 동광로100번길 20 (동광리) 코즈게스트하우스,서귀포시,33.304504,126.33847,11071
초,제주특별자치도 서귀포시 성산읍 풍천로27번길 33-3,서귀포시,33.34581,126.849236,10948
제주이글루,제주특별자치도 제주시 구좌읍 동복남2길 19-6,제주시,33.549294,126.709404,10937
언덕위에 빨간지붕,제주특별자치도 서귀포시 성산읍 난고로499번길 17,서귀포시,33.4049563,126.872023,10932
제주바다펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2324,제주시,33.493534,126.908966,10888
제주샘모루펜션,제주특별자치도 서귀포시 염돈로28번길 11,서귀포시,33.253098,126.49493,10810
베니키아 아이진호텔,제주특별자치도 제주시 신대로22길 4 (연동),제주시,33.482468,126.49488,10808
독채민박 바당집,제주특별자치도 제주시 한림읍 협재1길 12,제주시,33.3965751,126.2425147,10800
뉴코리아유스호스텔,제주특별자치도 제주시 애월읍 하소로 769-15,제주시,33.4168955,126.3982975,10738
제주하나호텔,제주특별자치도 서귀포시 중문관광로72번길 53,서귀포시,33.2497631,126.4082711,10720
제주 메이 더 호텔 카라반빌리지,제주특별자치도 제주시 구좌읍 일주동로 1626,제주시,33.551704,126.706764,10658
제주갤럭시호텔,제주특별자치도 제주시 남성로 33,제주시,33.5031446,126.512649,10654
백패커스홈,제주특별자치도 서귀포시 중정로 24-7,서귀포시,33.2470391,126.5590304,10614
이안재,제주특별자치도 제주시 구좌읍 종달로5길 35-1 (종달리),제주시,33.4880673,126.8804954,10573
아이랑 키즈풀빌라,제주특별자치도 제주시 애월읍 고내로7길 34,제주시,33.4656,126.33756,10572
하도리보통날,제주특별자치도 제주시 구좌읍 하도1길 33,제주시,33.520565,126.878815,10469
더프라이빗,제주특별자치도 제주시 한경면 신창상동길 20-1,제주시,33.3498605,126.1879104,10350
푸른바다펜션,제주도 서귀포시 남성로128번길 37-10,서귀포시,33.241917,126.557655,10264
제주부영청소년수련원,제주특별자치도 서귀포시 중문상로17번길 52-17,서귀포시,33.2377549,126.4250671,10250
몽돌바당,제주특별자치도 제주시 내도3길 10,제주시,33.494644,126.4396,10242
소랑호젠,제주특별자치도 서귀포시 남원읍 태위로 545,서귀포시,33.275707,126.70542,10189
캠퍼트리 호텔앤리조트,제주특별자치도 제주시 해안마을서4길 100,제주시,33.4284365,126.4673892,10137
빠담빠담게스트하우스,제주특별자치도 서귀포시 표선면 돈오름로 198-4,서귀포시,33.329624,126.81827,10122
신화관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신화관 제주신화월드 호텔 앤 리조트,서귀포시,33.3017501,126.3206458,10118
샤모니리조트,제주특별자치도 서귀포시 중산간서로 68,서귀포시,33.263313,126.504395,10015
솔바람풍경소리펜션,제주특별자치도 서귀포시 남원읍 태수로143번길 132-37,서귀포시,33.290447,126.724174,9996
제주애단비 마주,제주특별자치도 제주시 한림읍 어도봉남길 4,제주시,33.4179975,126.3019411,9995
헤리티지,제주특별자치도 제주시 애월읍 하광로 530,제주시,33.444145,126.42962,9919
팜핑제주,제주특별자치도 서귀포시 중산간서로400번길 105,서귀포시,33.2688268,126.4730466,9914
다락마마,제주특별자치도 제주시 구좌읍 상하도길 46-16,제주시,33.517155,126.8662957,9787
글라라의집,제주특별자치도 서귀포시 안덕면 사계남로 211,서귀포시,33.232094,126.3087,9748
WITH US,제주특별자치도 제주시 애월읍 애월로 7길 24-3,제주시,33.465843,126.317604,9685
섬타임즈제주,제주특별자치도 제주시 연대마을길 66-1,제주시,33.493294,126.42386,9681
언니네여인숙,제주특별자치도 제주시 구좌읍 종달논길 54,제주시,33.491777,126.9001583,9641
가파도민박,제주특별자치도 서귀포시 대정읍 가파로67번길 5,서귀포시,33.166195,126.27303,9626
하늘고래블루,제주특별자치도 제주시 한림읍 협재1길 59-4,제주시,33.399406,126.24615,9585
봉쟈 게스트하우스,제주특별자치도 제주시 진동로 81,제주시,33.52586,126.56844,9562
돌고래하우스(캠핑장),제주특별자치도 서귀포시 이어도로 826-58,서귀포시,33.232742,126.4995,9533
아모렉스리조트,제주특별자치도 제주시 서해안로 216,제주시,33.5074916,126.4702754,9492
호텔펄리플러스,제주특별자치도 제주시 도두봉 2길 2,제주시,33.50541,126.46997,9418
제주올레모텔,제주특별자치도 제주시 삼무로5길 8,제주시,33.4902781,126.4920442,9391
사랑이꽃피는민박,제주특별자치도 제주시 구좌읍 김녕로19길 12,제주시,33.5582139,126.7373381,9374
라마다앙코르 서귀포 이스트 호텔,제주특별자치도 서귀포시 서호중로 65,서귀포시,33.27844,126.51699,9351
발리인제주,제주도 제주시 구좌읍 달맞이해안로 2326,제주시,33.493397,126.90898,9342
다인오세아노 호텔,제주특별자치도 제주시 애월읍 애월해안로 394,제주시,33.4724976,126.3505747,9338
제주해안휴양펜션(제주해안펜션),제주특별자치도 서귀포시 안덕면 사계남로 89,서귀포시,33.2273975,126.2995026,9301
루시드봉봉,제주특별자치도 서귀포시 대정읍 상모로 200-8,서귀포시,33.226025,126.26737,9300
제주 오션팰리스 호텔,제주특별자치도 서귀포시 중앙로 14,서귀포시,33.24616,126.5624,9277
호텔 화인 제주,제주특별자치도 서귀포시 칠십리로 87,서귀포시,33.240566,126.56509,9248
제주소소,제주특별자치도 제주시 애월읍 소길남길 190-18,제주시,33.41709,126.374985,9233
함덕삼다펜션,제주특별자치도 제주시 조천읍 조함해안로 488,제주시,33.5427361,126.664953,9229
오리엔탈호텔,제주특별자치도 제주시 탑동로 47,제주시,33.5172617,126.5199138,9182
숨게스트하우스 제주공항점,제주특별자치도 제주시 서광로5길 2-2,제주시,33.5004078,126.5147104,9160
밸류호텔 서귀포(VALUE HOTEL Seogwipo JS),제주특별자치도 서귀포시 김정문화로 51,서귀포시,33.2514209,126.5103816,9153
미소게스트하우스,제주특별자치도 제주시 관덕로 41,제주시,33.513412,126.52383,9080
루체빌,제주특별자치도 서귀포시 안덕면 산록남로 786,서귀포시,33.31899,126.38525,9076
폴에이리조트,제주특별자치도 서귀포시 월드컵로45번길 40,서귀포시,33.244358,126.511086,9070
해녀신춘자할망 민박,제주 서귀포시 성산읍 오조로92,서귀포시,,,9062
그라벨호텔,제주특별자치도 제주시 일주서로 7316,제주시,33.492319,126.4284746,9029
블라제리조트,제주특별자치도 서귀포시 표선면 녹산로 274,서귀포시,33.3791145,126.7469589,9010
미도호스텔,제주특별자치도 서귀포시 동문동로 13-1,서귀포시,33.249977,126.56642,9004
달달하우스,제주특별자치도 제주시 한림읍 한림로 414-6,제주시,33.39821,126.24653,9003
바다해호텔,제주특별자치도 서귀포시 천지연로 3-1,서귀포시,33.241413,126.56577,8988
타미우스골프앤빌리지,제주특별자치도 제주시 애월읍 화전길 201,제주시,33.3689588,126.3505941,8964
게스트하우스7,제주특별자치도 제주시 용문로 168 (용담 2동) 2층,제주시,33.50892,126.5112,8944
구덕게스트하우스,제주특별자치도 서귀포시 솔동산로22번길 20,서귀포시,33.2440867,126.5624219,8940
꿈꾸는섬 게스트하우스,제주특별자치도 제주시 조천읍 조천3길 27-1,제주시,33.53595,126.63495,8931
성산우리집 펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 9,서귀포시,33.466977,126.9344586,8923
제주도유,제주특별자치도 제주시 조천읍 신촌10길 40,제주시,33.532528,126.62616,8891
데이즈호텔 제주서귀포오션,제주특별자치도 서귀포시 동홍로 7,서귀포시,33.2492258,126.567572,8882
1915 지오하우스,제주특별자치도 서귀포시 성산읍 성산등용로 14,서귀포시,33.465214,126.93313,8850
선샤인호텔,제주특별자치도 제주시 조천읍 신북로 481-9,제주시,33.54424,126.66184,8845
또랑게스트하우스,제주 제주시 한북로 338,제주시,33.459972,126.53768,8838
라마다제주시티홀,제주특별자치도 제주시 중앙로 304,제주시,33.4934657,126.5343138,8822
올레스테이,제주특별자치도 서귀포시 중정로 22,서귀포시,33.2474043,126.5587322,8727
나무처럼 게스트하우스,제주특별자치도 제주시 한림읍 홍수암로 3-1,제주시,33.38512,126.22653,8727
뚜르드제주게스트하우스,제주 제주시 구좌읍 종달로1길 38-2,제주시,33.49589,126.899994,8711
흰수염고래리조트,제주특별자치도 제주시 애월읍 일주서로 6818,제주시,33.474884,126.38051,8700
호텔 스카이파크 제주1호점,제주특별자치도 제주시 삼무로 48,제주시,33.4894322,126.4918781,8686
아스타호텔,제주특별자치도 제주시 서사로 129,제주시,33.500881,126.5204994,8648
제주썬호텔,제주특별자치도 제주시 삼무로 67,제주시,33.4901102,126.494027,8636
수앤수가족호텔,제주특별자치도 제주시 애월읍 부룡수길 60,제주시,33.466335,126.36889,8415
더베이 제주 리조트,제주특별자치도 서귀포시 문필로35번길 46,서귀포시,33.24118,126.593475,8410
나무사이로햇살이,제주특별자치도 제주시 구좌읍 중산간동로 2281,제주시,33.471115,126.78624,8328
미도모텔,제주특별자치도 서귀포시 성산읍 성산등용로 1,서귀포시,33.4641323,126.933622,8318
제주베스트힐 펜션&글램핑,제주특별자치도 제주시 조천읍 남조로 2109-36,제주시,33.4276176,126.6665803,8297
건축학개론펜션,제주특별자치도 서귀포시 성산읍 신풍하동로 224-33,서귀포시,33.358418,126.85982,8268
세화맨션,제주특별자치도 제주시 구좌읍 세화7길 17-10,제주시,33.52324,126.86076,8228
엠스테이호텔,제주특별자치도 서귀포시 태평로353번길 14,서귀포시,33.247017,126.56064,8196
담앤루리조트,제주특별자치도 서귀포시 이어도로343번길 63,서귀포시,33.2435151,126.4352216,8196
스위트호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 67,서귀포시,33.249291,126.4082711,8166
성산풀하우스,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21-4,서귀포시,33.3842543,126.8797266,8163
제니빌펜션,제주도 서귀포시 남원읍 태위로 604-15,서귀포시,33.276463,126.712494,8131
제주KAL호텔,제주특별자치도 제주시 중앙로 151,제주시,33.506035,126.526276,8125
맑은바람 펜션,제주특별자치도 제주시 구좌읍 행원로1길 26-4,제주시,33.554226,126.80068,8100
오름게스트하우스,제주특별자치도 제주시 구좌읍 충렬로 147-19,제주시,33.50991,126.84661,8095
제주락,제주특별자치도 서귀포시 월드컵로 203,서귀포시,33.231606,126.50631,8072
호텔 샬롬제주,제주특별자치도 제주시 동광로 34,제주시,33.50193,126.532684,8064
나비스호텔,제주특별자치도 제주시 애월읍 애월해안로 885,제주시,33.4862269,126.3916298,8058
너를만나행복해,제주특별자치도 제주시 구좌읍 면수2길 7,제주시,33.522026,126.86841,8032
제주 호텔 더원,제주특별자치도 제주시 사장3길 33,제주시,33.4827145,126.491349,8025
제주메이플호텔,제주특별자치도 제주시 원노형3길 41,제주시,33.4865192,126.4817631,8008
가비오타 펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2030 가동,제주시,33.4880673,126.8804954,7955
애월포구풍경,제주특별자치도 제주시 애월읍 애월로11길 18,제주시,33.46594,126.32084,7943
예이츠산장,제주특별자치도 서귀포시 남원읍 516로 918,서귀포시,33.325466,126.60128,7930
해변산책펜션,제주특별자치도 제주시 애월읍 곽지9길 7,제주시,33.4519929,126.308092,7903
표선이레하우스,제주특별자치도 서귀포시 표선면 표선당포로 9,서귀포시,33.325752,126.84365,7865
유심이감성하우스민박,제주특별자치도 제주시 추자면 추자로 78,제주시,33.9567036,126.2969646,7839
린든호스텔,제주특별자치도 제주시 서광로 278,제주시,33.4999689,126.5262754,7825
제주유스호스텔,제주특별자치도 제주시 애월읍 방축길 128,제주시,33.3857737,126.326109,7806
빌림,제주특별자치도 제주시 오래물길 23,제주시,33.50367,126.46777,7787
편운산장,제주도 서귀포시 성산읍 서성일로 898-38,서귀포시,33.43745,126.875175,7785
펜션머물다,제주특별자치도 서귀포시 논짓물로48번길 16-6,서귀포시,33.2416337,126.3875957,7723
제주스웨덴리조트펜션,제주특별자치도 제주시 한림읍 명재로 100-45,제주시,33.392481,126.2411472,7694
하도리일번지,제주특별자치도 제주시 구좌읍 해맞이해안로 1860,제주시,33.521843,126.89876,7691
이런날엔,제주특별자치도 제주시 구좌읍 한동북1길 60,제주시,33.542553,126.83065,7676
중문스테이,제주툭별자치도 서귀포시 중문관광로 288,서귀포시,33.24583,126.429504,7675
유월그리고열두마루,제주특별자치도 제주시 구좌읍 한동로1길 38,제주시,33.535698,126.82546,7671
우리희망이 게스트하우스,제주특별자치도 제주시 조천읍 신흥관전길 60-1,제주시,33.546017,126.64951,7633
민박하얀집,제주특별자치도 제주시 한림읍 협재1길 9,제주시,33.3965751,126.2425147,7632
로그하우스,제주특별자치도 제주시 우도면 우도해안길 262,제주시,33.50344,126.94304,7617
소라담하우스,제주특별자치도 제주시 조천읍 신촌남8길 10,제주시,33.5301815,126.6225493,7528
가이아호텔,제주특별자치도 제주시 연동7길 4,제주시,33.4894172,126.4906421,7512
보물섬,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,서귀포시,33.466354,126.93157,7495
부르네스테이,제주특별자치도 제주시 서해안로 376,제주시,33.51215,126.4844,7486
아트모텔,제주특별자치도 제주시 신대로20길 48,제주시,33.4839279,126.4912677,7462
다이아몬드 호텔 제주,제주특별자치도 제주시 신대로12길 42,제주시,33.4889189,126.4922938,7442
남촌풀하우스,제주도 서귀포시 표선면 표선동서로 139,서귀포시,33.316998,126.828255,7425
제주오다,제주특별자치도 제주시 서해안로 452,제주시,33.51774,126.4878545,7418
도일모텔,제주특별자치도 제주시 신광로 102,제주시,33.4830492,126.4896627,7410
솔민박,제주특별자치도 서귀포시 표선면 민속해안로 227-39,서귀포시,33.3225332,126.8228665,7394
제주시드니호텔,제주특별자치도 제주시 애월읍 애월해안로 943,제주시,33.483677,126.395836,7377
베니키아호텔제주,제주특별자치도 제주시 애월읍 애월해안로 554-6,제주시,33.4777407,126.3624077,7374
한옥호텔 한라궁,제주특별자치도 서귀포시 정방연로 6,서귀포시,33.24843,126.57835,7371
돌담민박,제주특별자치도 제주시 애월읍 하귀12길 18,제주시,33.48612,126.40922,7352
예하게스트하우스,제주특별자치도 제주시 삼오길 9,제주시,33.4994098,126.5175027,7324
디오션힐,제주특별자치도 서귀포시 안덕면 사계북로 208,서귀포시,33.2367,126.30894,7269
하이클래스제주,제주특별자치도 제주시 애월읍 애월북서길 54,제주시,33.466225,126.310745,7268
야크마을,제주특별자치도 서귀포시 색달중앙로 162,서귀포시,33.26882607,126.4158647,7257
하도하도 3200,제주특별자치도 제주시 구좌읍 면수1길 38,제주시,33.5247145,126.8642701,7220
스머프하우스,제주특별자치도 서귀포시 천제연로 127-1,서귀포시,33.2542628,126.4192144,7208
제주 제이제이 게스트하우스,제주특별자치도 서귀포시 천제연로 103-15,서귀포시,33.25583,126.4165,7203
베니키아 중문호텔,제주특별자치도 서귀포시 천제연로 166,서귀포시,33.2521468,126.4220672,7198
하랑 게스트하우스,제주특별자치도 서귀포시 대정읍 일과로13번길 1,서귀포시,33.2328,126.2437,7177
눈먼고래,제주특별자치도 제주시 조천읍 조천7길 19-12,제주시,33.538532,126.63454,7163
드헤브펜션,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,제주시,33.52417,126.883354,7146
다인리조트,제주특별자치도 제주시 애월읍 애월해안로 400-9 (고내리) 다인리조트,제주시,33.4713567,126.3510024,7134
유니호텔제주,제주특별자치도 제주시 애월읍 애월해안로 656,제주시,33.4794113,126.3732685,7129
노낭게스트하우스,제주특별자치도 서귀포시 성산읍 섭지코지로 62,서귀포시,33.43764,126.92173,7120
조천스테이,제주특별자치도 제주시 조천읍 조천9길 30-1,제주시,33.538292,126.63739,7110
아림민박,제주특별자치도 제주시 서해안로 456-8,제주시,33.5179022,126.4891045,7082
제주나인부띠끄호텔,제주특별자치도 서귀포시 솔동산로10번길 23,서귀포시,33.2426258,126.5629447,7072
신강남모텔,제주특별자치도 제주시 서광로3길 2,제주시,33.5004243,126.5136081,7070
중문훼미리리조트,제주특별자치도 서귀포시 소보리당로164번길 83,서귀포시,33.2659029,126.3837498,7067
김녕몽생이,제주특별자치도 제주시 구좌읍 김녕로1길 35-14,제주시,33.557205,126.748215,7060
비아제주Stay,제주특별자치도 제주시 삼무로9길 11,제주시,33.492687,126.49494,7050
가파도상동펜션,제주특별자치도 서귀포시 대정읍 가파로 255,서귀포시,33.174137,126.27002,7034
통나무파크,제주특별자치도 제주시 애월읍 도치돌길 303,제주시,33.4098961,126.3665965,7031
소섬바당,제주특별자치도 제주시 우도면 우도로 190,제주시,33.50887,126.95365,7029
